,Celltype,Motif,Influe
482,Mesenchyme_Ciona20,Motif_15,-0.4442694
483,Mesenchyme_Ciona21,Motif_15,-0.4420547
484,Mesenchyme_Ciona23,Motif_15,-0.4105532
485,Mesenchyme_Ciona24,Motif_15,-0.4442694
486,Mesenchyme_Ciona25,Motif_15,-0.42693415
487,Mesenchyme_Ciona27,Motif_15,-0.44371232
488,Mesenchyme_Ciona28,Motif_15,-0.4442694
489,Mesenchyme_Ciona3,Motif_15,-0.4442694
490,Mesenchyme_Ciona4,Motif_15,1.4015739
491,Mesenchyme_Ciona7,Motif_15,-0.4442694
492,Muscle_Ciona26,Motif_15,-0.26751098
493,Muscle_Ciona30,Motif_15,-0.4442694
494,Muscle_Ciona8,Motif_15,-0.39732522
495,Neuron_Ciona11,Motif_15,-0.10443601
496,Neuron_Ciona13,Motif_15,0.6152341
497,Neuron_Ciona16,Motif_15,1.7164135
498,Neuron_Ciona18,Motif_15,-0.25052747
499,Neuron_Ciona19,Motif_15,-0.31738278
500,Neuron_Ciona22,Motif_15,0.9538577
501,Neuron_Ciona29,Motif_15,0.5194146
502,Neuron_Ciona6,Motif_15,-0.4442694
503,Notochord_Ciona31,Motif_15,0.20036033
504,Endoderm_Ciona32,Motif_16,-0.646509
505,Endoderm_Ciona33,Motif_16,-0.646509
506,Endoderm_Ciona34,Motif_16,-0.646509
507,Endoderm_Ciona35,Motif_16,-0.646509
508,Endoderm_Ciona36,Motif_16,-0.646509
509,Epithelial_Ciona10,Motif_16,-0.63502884
510,Epithelial_Ciona12,Motif_16,-0.55877244
511,Epithelial_Ciona14,Motif_16,-0.64640725
512,Epithelial_Ciona15,Motif_16,-0.646509
513,Epithelial_Ciona9,Motif_16,-0.3650509
514,Germ_Ciona5,Motif_16,-0.22230677
515,Mesenchyme_Ciona1,Motif_16,1.6740501
516,Mesenchyme_Ciona17,Motif_16,0.39215907
