,Species,Cluster,Motif,Influe
11670,CIONA,Epithelial,"(18, 62)",0.5331328000000001
11674,CIONA,Neuron,"(18, 62)",0.6271603
11675,CIONA,Notochord,"(18, 62)",1.7377310000000001
11684,CIONA,Epithelial,"(18, 64)",1.2745141000000002
11687,CIONA,Muscle,"(18, 64)",0.6619745
11688,CIONA,Neuron,"(18, 64)",1.1679838
11692,CIONA,Germ,"(18, 66)",0.5360534
11693,CIONA,Mesenchyme,"(18, 66)",0.7282936
11713,CIONA,Germ,"(18, 70)",0.54344225
11714,CIONA,Mesenchyme,"(18, 70)",0.7481356
11720,CIONA,Germ,"(18, 72)",0.60843265
11721,CIONA,Mesenchyme,"(18, 72)",0.68143344
11726,CIONA,Epithelial,"(18, 75)",1.6750921000000003
11730,CIONA,Neuron,"(18, 75)",0.91568536
11731,CIONA,Notochord,"(18, 75)",1.3574654
11734,CIONA,Germ,"(18, 76)",0.5796474
11735,CIONA,Mesenchyme,"(18, 76)",0.80019087
11747,CIONA,Epithelial,"(18, 78)",1.7154412
11751,CIONA,Neuron,"(18, 78)",0.9482983
11752,CIONA,Notochord,"(18, 78)",1.4696623
11754,CIONA,Epithelial,"(18, 81)",1.6496738999999998
11759,CIONA,Notochord,"(18, 81)",0.86903065
11762,CIONA,Germ,"(18, 83)",0.5792089
11763,CIONA,Mesenchyme,"(18, 83)",0.57768464
11769,CIONA,Germ,"(18, 85)",0.59666413
11770,CIONA,Mesenchyme,"(18, 85)",0.5919505
11777,CIONA,Mesenchyme,"(18, 87)",0.50485986
11784,CIONA,Mesenchyme,"(18, 88)",0.8530683000000001
11790,CIONA,Germ,"(18, 90)",0.65019745
11791,CIONA,Mesenchyme,"(18, 90)",0.6312451
11797,CIONA,Germ,"(18, 91)",0.6641014000000001
11798,CIONA,Mesenchyme,"(18, 91)",0.66553164
11803,CIONA,Epithelial,"(18, 93)",0.9640354999999999
11808,CIONA,Notochord,"(18, 93)",1.7809198
11817,CIONA,Epithelial,"(18, 95)",1.6076257
11821,CIONA,Neuron,"(18, 95)",0.99701893
11825,CIONA,Germ,"(18, 96)",0.69980764
11826,CIONA,Mesenchyme,"(18, 96)",0.69197214
11832,CIONA,Germ,"(18, 98)",0.51223063
11833,CIONA,Mesenchyme,"(18, 98)",0.7421166
11838,CIONA,Epithelial,"(18, 99)",1.5331732
11845,CIONA,Epithelial,"(18, 100)",0.99328685
11848,CIONA,Muscle,"(18, 100)",0.88574743
11849,CIONA,Neuron,"(18, 100)",1.093594
11854,CIONA,Mesenchyme,"(18, 101)",0.513892
11855,CIONA,Muscle,"(18, 101)",0.8467061
11858,CIONA,Endoderm,"(18, 102)",0.5087189999999999
11859,CIONA,Epithelial,"(18, 102)",0.90174794
11862,CIONA,Muscle,"(18, 102)",0.8490254
11863,CIONA,Neuron,"(18, 102)",1.1283579
11869,CIONA,Muscle,"(18, 104)",1.4429581
11873,CIONA,Epithelial,"(18, 105)",1.5106127
11877,CIONA,Neuron,"(18, 105)",0.90024763
11878,CIONA,Notochord,"(18, 105)",1.5644387
11887,CIONA,Epithelial,"(18, 108)",1.6410308
11891,CIONA,Neuron,"(18, 108)",0.98109233
11895,CIONA,Germ,"(18, 109)",0.5041035
11896,CIONA,Mesenchyme,"(18, 109)",0.67742383
11902,CIONA,Germ,"(18, 110)",0.86090654
11915,CIONA,Epithelial,"(18, 112)",1.5023007
11919,CIONA,Neuron,"(18, 112)",0.8702146000000001
11920,CIONA,Notochord,"(18, 112)",1.5858527
11923,CIONA,Germ,"(18, 113)",0.6030755
11924,CIONA,Mesenchyme,"(18, 113)",0.6952058000000001
11936,CIONA,Epithelial,"(18, 116)",1.7096112
11940,CIONA,Neuron,"(18, 116)",0.98307115
11941,CIONA,Notochord,"(18, 116)",1.3338226
11943,CIONA,Epithelial,"(18, 119)",1.7274661
11947,CIONA,Neuron,"(18, 119)",1.1201887
11948,CIONA,Notochord,"(18, 119)",1.2165129
11950,CIONA,Epithelial,"(18, 120)",1.7569537
11954,CIONA,Neuron,"(18, 120)",1.0225928
11955,CIONA,Notochord,"(18, 120)",1.316019
11957,CIONA,Epithelial,"(18, 122)",1.7434105
11961,CIONA,Neuron,"(18, 122)",0.93501604
11962,CIONA,Notochord,"(18, 122)",0.5923283
11963,CIONA,Endoderm,"(18, 123)",0.7285364000000001
11965,CIONA,Germ,"(18, 123)",0.65148973
11967,CIONA,Muscle,"(18, 123)",1.4458095
11973,CIONA,Mesenchyme,"(18, 125)",0.7098021999999999
11984,CIONA,Endoderm,"(18, 127)",0.632434
11988,CIONA,Muscle,"(18, 127)",1.1377541000000002
11989,CIONA,Neuron,"(18, 127)",0.9252344000000001
11994,CIONA,Mesenchyme,"(19, 21)",0.8947978999999999
12006,CIONA,Epithelial,"(19, 24)",0.9113382
12011,CIONA,Notochord,"(19, 24)",1.6451296999999998
12020,CIONA,Epithelial,"(19, 26)",0.51603085
12034,CIONA,Epithelial,"(19, 29)",0.93652433
12039,CIONA,Notochord,"(19, 29)",0.6359618
12041,CIONA,Epithelial,"(19, 30)",0.8594171999999999
12050,CIONA,Mesenchyme,"(19, 31)",0.74497426
12069,CIONA,Epithelial,"(19, 34)",1.5333867
12074,CIONA,Notochord,"(19, 34)",1.2031298000000001
12076,CIONA,Epithelial,"(19, 36)",0.9748021000000001
12081,CIONA,Notochord,"(19, 36)",1.5587319
12097,CIONA,Epithelial,"(19, 39)",1.6049536
12101,CIONA,Neuron,"(19, 39)",0.8079496
12102,CIONA,Notochord,"(19, 39)",1.5667087
12113,CIONA,Mesenchyme,"(19, 41)",0.745398
12118,CIONA,Epithelial,"(19, 42)",1.1968323
12123,CIONA,Notochord,"(19, 42)",0.74884886
12127,CIONA,Mesenchyme,"(19, 45)",0.8289767
12132,CIONA,Epithelial,"(19, 46)",1.2030348
12146,CIONA,Epithelial,"(19, 48)",1.6648764999999999
12150,CIONA,Neuron,"(19, 48)",0.8573841999999998
12151,CIONA,Notochord,"(19, 48)",1.4275491000000002
12153,CIONA,Epithelial,"(19, 49)",1.7785679
12157,CIONA,Neuron,"(19, 49)",0.64762414
12158,CIONA,Notochord,"(19, 49)",0.8360915000000001
12160,CIONA,Epithelial,"(19, 51)",1.7095824
12164,CIONA,Neuron,"(19, 51)",0.89959615
12165,CIONA,Notochord,"(19, 51)",1.4018699
12167,CIONA,Epithelial,"(19, 52)",1.7172068
12171,CIONA,Neuron,"(19, 52)",0.93004143
12172,CIONA,Notochord,"(19, 52)",1.378816
12176,CIONA,Mesenchyme,"(19, 53)",0.8882956
12181,CIONA,Epithelial,"(19, 54)",1.795066
12185,CIONA,Neuron,"(19, 54)",0.9267091999999999
12186,CIONA,Notochord,"(19, 54)",0.88139635
12188,CIONA,Epithelial,"(19, 55)",1.2733638
12193,CIONA,Notochord,"(19, 55)",0.9390303
12204,CIONA,Mesenchyme,"(19, 60)",0.78048843
12216,CIONA,Epithelial,"(19, 62)",1.2348238
12221,CIONA,Notochord,"(19, 62)",1.5972878000000001
12230,CIONA,Epithelial,"(19, 64)",1.5978874
12234,CIONA,Neuron,"(19, 64)",1.1582218
12235,CIONA,Notochord,"(19, 64)",0.7812792
12239,CIONA,Mesenchyme,"(19, 66)",0.805866
12260,CIONA,Mesenchyme,"(19, 70)",0.8404476000000001
12273,CIONA,Germ,"(19, 72)",0.5138446
12274,CIONA,Mesenchyme,"(19, 72)",0.7440081999999999
12286,CIONA,Epithelial,"(19, 75)",1.5581308999999999
12290,CIONA,Neuron,"(19, 75)",0.6865986999999999
12291,CIONA,Notochord,"(19, 75)",1.497995
12307,CIONA,Epithelial,"(19, 78)",1.6276268
12311,CIONA,Neuron,"(19, 78)",0.801787
12312,CIONA,Notochord,"(19, 78)",1.5273907
12326,CIONA,Notochord,"(19, 83)",1.6163715
12333,CIONA,Notochord,"(19, 85)",0.6392227
12342,CIONA,Epithelial,"(19, 87)",1.2885483999999998
12347,CIONA,Notochord,"(19, 87)",1.4286355
12368,CIONA,Notochord,"(19, 90)",1.2681737
12375,CIONA,Notochord,"(19, 91)",0.9342195
12377,CIONA,Epithelial,"(19, 93)",1.2920978
12382,CIONA,Notochord,"(19, 93)",1.6578419999999998
12391,CIONA,Epithelial,"(19, 95)",1.6923188000000002
12400,CIONA,Mesenchyme,"(19, 96)",0.5641324000000001
12403,CIONA,Notochord,"(19, 96)",1.2114061
12407,CIONA,Mesenchyme,"(19, 98)",0.89511037
12412,CIONA,Epithelial,"(19, 99)",1.2274412000000001
12419,CIONA,Epithelial,"(19, 100)",1.6979113000000001
12423,CIONA,Neuron,"(19, 100)",1.1337687
12424,CIONA,Notochord,"(19, 100)",1.0051097
12426,CIONA,Epithelial,"(19, 102)",1.8083363000000001
12430,CIONA,Neuron,"(19, 102)",1.0190744
12431,CIONA,Notochord,"(19, 102)",0.8969825000000001
12436,CIONA,Muscle,"(19, 104)",1.5538101999999998
12440,CIONA,Epithelial,"(19, 105)",1.465891
12444,CIONA,Neuron,"(19, 105)",0.6575353
12445,CIONA,Notochord,"(19, 105)",1.6051458
12454,CIONA,Epithelial,"(19, 108)",1.7314227999999998
12458,CIONA,Neuron,"(19, 108)",0.5486091
12463,CIONA,Mesenchyme,"(19, 109)",0.7449634
12475,CIONA,Epithelial,"(19, 112)",1.462521
12479,CIONA,Neuron,"(19, 112)",0.6587753000000001
12480,CIONA,Notochord,"(19, 112)",1.5981311000000002
12484,CIONA,Mesenchyme,"(19, 113)",0.8455226
12503,CIONA,Epithelial,"(19, 116)",1.6170871999999998
12507,CIONA,Neuron,"(19, 116)",0.8105018
12508,CIONA,Notochord,"(19, 116)",1.4582788999999998
12517,CIONA,Epithelial,"(19, 119)",1.3693075000000001
12522,CIONA,Notochord,"(19, 119)",1.4471576000000002
12524,CIONA,Epithelial,"(19, 120)",1.7089893
12528,CIONA,Neuron,"(19, 120)",0.9163309000000001
12529,CIONA,Notochord,"(19, 120)",1.4167668
12531,CIONA,Epithelial,"(19, 122)",1.7788196
12535,CIONA,Neuron,"(19, 122)",0.5596364
12536,CIONA,Notochord,"(19, 122)",0.5701896
12541,CIONA,Muscle,"(19, 123)",1.3863486999999999
12542,CIONA,Neuron,"(19, 123)",0.56825984
12547,CIONA,Mesenchyme,"(19, 125)",0.7482985
12559,CIONA,Epithelial,"(19, 127)",1.0405828000000001
12573,CIONA,Epithelial,"(20, 24)",0.51475054
12589,CIONA,Mesenchyme,"(20, 31)",0.76467866
12608,CIONA,Epithelial,"(20, 39)",1.7434167
12612,CIONA,Neuron,"(20, 39)",0.9178263000000001
12613,CIONA,Notochord,"(20, 39)",1.4742012
12617,CIONA,Mesenchyme,"(20, 41)",0.7498099
12620,CIONA,Notochord,"(20, 41)",0.7492856999999999
12634,CIONA,Notochord,"(20, 45)",0.5181004
12636,CIONA,Epithelial,"(20, 48)",1.5426986
12641,CIONA,Notochord,"(20, 48)",0.765844
12650,CIONA,Epithelial,"(20, 51)",1.7380896000000001
12654,CIONA,Neuron,"(20, 51)",0.9200964
12655,CIONA,Notochord,"(20, 51)",1.399433
12657,CIONA,Epithelial,"(20, 52)",1.7724669999999998
12661,CIONA,Neuron,"(20, 52)",0.94236636
12662,CIONA,Notochord,"(20, 52)",1.3989584
12664,CIONA,Epithelial,"(20, 53)",1.4660768999999998
12668,CIONA,Neuron,"(20, 53)",0.54825217
12669,CIONA,Notochord,"(20, 53)",1.6246591000000001
12680,CIONA,Mesenchyme,"(20, 60)",0.7122535
12683,CIONA,Notochord,"(20, 60)",0.7765433
12685,CIONA,Epithelial,"(20, 64)",1.8226653000000002
12689,CIONA,Neuron,"(20, 64)",0.90532285
12690,CIONA,Notochord,"(20, 64)",0.896559
12694,CIONA,Mesenchyme,"(20, 66)",0.81194973
12708,CIONA,Mesenchyme,"(20, 72)",0.79038256
12720,CIONA,Epithelial,"(20, 78)",1.729614
12725,CIONA,Notochord,"(20, 78)",1.3695521000000002
12727,CIONA,Epithelial,"(20, 83)",1.6497306
12731,CIONA,Neuron,"(20, 83)",0.7806006
12732,CIONA,Notochord,"(20, 83)",1.6664077000000002
12755,CIONA,Epithelial,"(20, 98)",1.2914581
12760,CIONA,Notochord,"(20, 98)",1.7226143
12769,CIONA,Epithelial,"(20, 105)",1.7168067
12773,CIONA,Neuron,"(20, 105)",0.87953204
12774,CIONA,Notochord,"(20, 105)",1.5185434
12788,CIONA,Notochord,"(20, 109)",1.4948558
12790,CIONA,Epithelial,"(20, 112)",1.7102875
12794,CIONA,Neuron,"(20, 112)",0.8718578000000001
12795,CIONA,Notochord,"(20, 112)",1.514368
12802,CIONA,Notochord,"(20, 113)",0.9441277
12804,CIONA,Epithelial,"(20, 116)",1.685452
12809,CIONA,Notochord,"(20, 116)",1.1782905000000001
12811,CIONA,Epithelial,"(20, 120)",1.7993275000000002
12815,CIONA,Neuron,"(20, 120)",0.6170302
12816,CIONA,Notochord,"(20, 120)",1.34086
12828,CIONA,Muscle,"(21, 22)",0.625941
12834,CIONA,Mesenchyme,"(21, 23)",0.70064473
12841,CIONA,Mesenchyme,"(21, 24)",0.71684337
12846,CIONA,Epithelial,"(21, 25)",1.5369861999999999
12850,CIONA,Neuron,"(21, 25)",0.9891810999999999
12855,CIONA,Mesenchyme,"(21, 26)",0.62220895
12862,CIONA,Mesenchyme,"(21, 28)",0.70064634
12869,CIONA,Mesenchyme,"(21, 29)",0.8126359000000001
12876,CIONA,Mesenchyme,"(21, 30)",0.74432224
12883,CIONA,Mesenchyme,"(21, 31)",0.7090436999999999
12890,CIONA,Mesenchyme,"(21, 32)",0.70064473
12897,CIONA,Mesenchyme,"(21, 33)",0.7006448000000001
12904,CIONA,Mesenchyme,"(21, 34)",0.68791527
12909,CIONA,Epithelial,"(21, 35)",0.8754506
12913,CIONA,Neuron,"(21, 35)",0.9487445
12918,CIONA,Mesenchyme,"(21, 36)",0.7088366
12925,CIONA,Mesenchyme,"(21, 37)",0.69917536
12932,CIONA,Mesenchyme,"(21, 38)",0.6998269
12939,CIONA,Mesenchyme,"(21, 39)",0.60718745
12947,CIONA,Muscle,"(21, 40)",1.4073273000000002
12952,CIONA,Germ,"(21, 41)",0.5335658000000001
12953,CIONA,Mesenchyme,"(21, 41)",0.6511798000000001
12960,CIONA,Mesenchyme,"(21, 42)",0.8088765
12967,CIONA,Mesenchyme,"(21, 45)",0.71304893
12971,CIONA,Endoderm,"(21, 46)",0.564272
12975,CIONA,Muscle,"(21, 46)",1.1158924
12981,CIONA,Mesenchyme,"(21, 47)",0.700645
12986,CIONA,Epithelial,"(21, 48)",1.5649722
12990,CIONA,Neuron,"(21, 48)",0.8775054
12991,CIONA,Notochord,"(21, 48)",0.86209637
12993,CIONA,Epithelial,"(21, 49)",1.0176972
12996,CIONA,Muscle,"(21, 49)",0.80634975
12997,CIONA,Neuron,"(21, 49)",1.1777215
13002,CIONA,Mesenchyme,"(21, 50)",0.8322958
13007,CIONA,Epithelial,"(21, 51)",1.749653
13011,CIONA,Neuron,"(21, 51)",0.9767908000000002
13012,CIONA,Notochord,"(21, 51)",1.331695
13014,CIONA,Epithelial,"(21, 52)",1.7323498
13018,CIONA,Neuron,"(21, 52)",1.0537823
13019,CIONA,Notochord,"(21, 52)",1.0855645
13023,CIONA,Mesenchyme,"(21, 53)",0.7117845
13028,CIONA,Epithelial,"(21, 54)",0.94299036
13031,CIONA,Muscle,"(21, 54)",0.9120052
13032,CIONA,Neuron,"(21, 54)",1.1632292
13037,CIONA,Mesenchyme,"(21, 55)",0.8035935000000001
13042,CIONA,Epithelial,"(21, 57)",1.2977681
13046,CIONA,Neuron,"(21, 57)",0.7841741
13051,CIONA,Mesenchyme,"(21, 58)",0.7138745
13058,CIONA,Mesenchyme,"(21, 59)",0.6241755999999999
13064,CIONA,Germ,"(21, 60)",0.5093701
13065,CIONA,Mesenchyme,"(21, 60)",0.68393993
13072,CIONA,Mesenchyme,"(21, 61)",0.7062454
13079,CIONA,Mesenchyme,"(21, 62)",0.7094313
13084,CIONA,Epithelial,"(21, 63)",1.5629601
13088,CIONA,Neuron,"(21, 63)",0.80096644
13090,CIONA,Endoderm,"(21, 64)",0.58351254
13094,CIONA,Muscle,"(21, 64)",1.2527813
13095,CIONA,Neuron,"(21, 64)",0.9571263000000001
13098,CIONA,Epithelial,"(21, 65)",1.3256843999999999
13102,CIONA,Neuron,"(21, 65)",0.95311004
13107,CIONA,Mesenchyme,"(21, 66)",0.7245086
13112,CIONA,Epithelial,"(21, 67)",1.5255225000000001
13116,CIONA,Neuron,"(21, 67)",0.8214398
13118,CIONA,Endoderm,"(21, 68)",0.55264574
13119,CIONA,Epithelial,"(21, 68)",0.7625909000000001
13122,CIONA,Muscle,"(21, 68)",0.9451480999999999
13123,CIONA,Neuron,"(21, 68)",1.037506
13130,CIONA,Neuron,"(21, 69)",0.6064696999999999
13135,CIONA,Mesenchyme,"(21, 70)",0.7399144
13142,CIONA,Mesenchyme,"(21, 71)",0.70064473
13148,CIONA,Germ,"(21, 72)",0.5765996
13149,CIONA,Mesenchyme,"(21, 72)",0.6726591
13156,CIONA,Mesenchyme,"(21, 73)",0.6783974
13170,CIONA,Mesenchyme,"(21, 75)",0.8269119
13177,CIONA,Mesenchyme,"(21, 76)",0.72843105
13184,CIONA,Mesenchyme,"(21, 77)",0.8000778000000001
13189,CIONA,Epithelial,"(21, 78)",1.105913
13194,CIONA,Notochord,"(21, 78)",0.84072405
13198,CIONA,Mesenchyme,"(21, 81)",0.70390815
13205,CIONA,Mesenchyme,"(21, 83)",0.6653333
13212,CIONA,Mesenchyme,"(21, 85)",0.6894073000000001
13219,CIONA,Mesenchyme,"(21, 86)",0.70064473
13226,CIONA,Mesenchyme,"(21, 87)",0.69567394
13233,CIONA,Mesenchyme,"(21, 88)",0.7543481
13240,CIONA,Mesenchyme,"(21, 89)",0.70064545
13247,CIONA,Mesenchyme,"(21, 90)",0.6923201
13254,CIONA,Mesenchyme,"(21, 91)",0.70513564
13261,CIONA,Mesenchyme,"(21, 93)",0.7931756999999999
13272,CIONA,Endoderm,"(21, 95)",0.64980996
13276,CIONA,Muscle,"(21, 95)",1.0657241000000002
13277,CIONA,Neuron,"(21, 95)",0.93284804
13282,CIONA,Mesenchyme,"(21, 96)",0.7119023
13289,CIONA,Mesenchyme,"(21, 98)",0.72982985
13294,CIONA,Epithelial,"(21, 99)",0.94133174
13297,CIONA,Muscle,"(21, 99)",0.8426214
13298,CIONA,Neuron,"(21, 99)",1.1682013999999998
13300,CIONA,Endoderm,"(21, 100)",0.77970403
13304,CIONA,Muscle,"(21, 100)",1.3897326
13310,CIONA,Mesenchyme,"(21, 101)",0.65918565
13314,CIONA,Endoderm,"(21, 102)",0.63923055
13318,CIONA,Muscle,"(21, 102)",1.0946829
13322,CIONA,Epithelial,"(21, 103)",0.8621934000000001
13326,CIONA,Neuron,"(21, 103)",0.76847625
13332,CIONA,Muscle,"(21, 104)",0.9463779
13338,CIONA,Mesenchyme,"(21, 105)",0.74739295
13343,CIONA,Epithelial,"(21, 106)",1.3769066
13347,CIONA,Neuron,"(21, 106)",1.1106803
13352,CIONA,Mesenchyme,"(21, 107)",0.700645
13357,CIONA,Epithelial,"(21, 108)",1.1758643
13360,CIONA,Muscle,"(21, 108)",0.6320524000000001
13361,CIONA,Neuron,"(21, 108)",1.1891878
13366,CIONA,Mesenchyme,"(21, 109)",0.66840357
13373,CIONA,Mesenchyme,"(21, 110)",0.6995024999999999
13380,CIONA,Mesenchyme,"(21, 111)",0.7219673000000001
13387,CIONA,Mesenchyme,"(21, 112)",0.75139135
13394,CIONA,Mesenchyme,"(21, 113)",0.70625037
13401,CIONA,Mesenchyme,"(21, 114)",0.93657583
13408,CIONA,Mesenchyme,"(21, 115)",0.7006439999999999
13422,CIONA,Mesenchyme,"(21, 117)",0.60217035
13423,CIONA,Muscle,"(21, 117)",0.5074746
13429,CIONA,Mesenchyme,"(21, 118)",0.7006446
13436,CIONA,Mesenchyme,"(21, 119)",0.7118651999999999
13441,CIONA,Epithelial,"(21, 120)",1.6581962
13445,CIONA,Neuron,"(21, 120)",1.0218247
13446,CIONA,Notochord,"(21, 120)",1.0506705
13455,CIONA,Epithelial,"(21, 122)",1.462675
13459,CIONA,Neuron,"(21, 122)",1.204493
13461,CIONA,Endoderm,"(21, 123)",0.5667236999999999
13463,CIONA,Germ,"(21, 123)",0.6016566999999999
13465,CIONA,Muscle,"(21, 123)",1.0767436000000001
13471,CIONA,Mesenchyme,"(21, 124)",0.7376781
13478,CIONA,Mesenchyme,"(21, 125)",0.70774615
13483,CIONA,Epithelial,"(21, 126)",1.1694098999999998
13486,CIONA,Muscle,"(21, 126)",0.6238342
13487,CIONA,Neuron,"(21, 126)",1.156183
13492,CIONA,Mesenchyme,"(21, 127)",0.57641494
13493,CIONA,Muscle,"(21, 127)",0.59014404
13497,CIONA,Epithelial,"(22, 24)",1.6870901999999999
13501,CIONA,Neuron,"(22, 24)",0.9837382
13502,CIONA,Notochord,"(22, 24)",1.5459353999999998
13505,CIONA,Germ,"(22, 31)",0.54319125
13506,CIONA,Mesenchyme,"(22, 31)",0.6913381
13518,CIONA,Epithelial,"(22, 39)",1.7670823
13522,CIONA,Neuron,"(22, 39)",1.0939044
13523,CIONA,Notochord,"(22, 39)",1.284476
13526,CIONA,Germ,"(22, 41)",0.64217716
13527,CIONA,Mesenchyme,"(22, 41)",0.5778439000000001
13533,CIONA,Germ,"(22, 45)",0.5884358000000001
13534,CIONA,Mesenchyme,"(22, 45)",0.6401316999999999
13539,CIONA,Epithelial,"(22, 48)",1.8141773
13543,CIONA,Neuron,"(22, 48)",0.9586299
13544,CIONA,Notochord,"(22, 48)",1.3192469
13553,CIONA,Epithelial,"(22, 51)",1.7538837
13557,CIONA,Neuron,"(22, 51)",0.9631361999999999
13558,CIONA,Notochord,"(22, 51)",1.3536116000000002
13560,CIONA,Epithelial,"(22, 52)",1.776291
13564,CIONA,Neuron,"(22, 52)",1.0309367
13565,CIONA,Notochord,"(22, 52)",1.2704202
13568,CIONA,Germ,"(22, 53)",0.647513
13569,CIONA,Mesenchyme,"(22, 53)",0.5432665
13582,CIONA,Germ,"(22, 60)",0.62778693
13583,CIONA,Mesenchyme,"(22, 60)",0.6278047
13588,CIONA,Epithelial,"(22, 64)",1.4257203
13591,CIONA,Muscle,"(22, 64)",0.53961647
13592,CIONA,Neuron,"(22, 64)",1.1621711000000001
13593,CIONA,Notochord,"(22, 64)",0.5586795
13596,CIONA,Germ,"(22, 66)",0.5832794
13597,CIONA,Mesenchyme,"(22, 66)",0.70021904
13604,CIONA,Mesenchyme,"(22, 70)",0.6991676
13610,CIONA,Germ,"(22, 72)",0.62012744
13611,CIONA,Mesenchyme,"(22, 72)",0.67219263
13623,CIONA,Epithelial,"(22, 78)",1.7702292000000002
13627,CIONA,Neuron,"(22, 78)",0.9955624
13628,CIONA,Notochord,"(22, 78)",1.4012377
13629,CIONA,Endoderm,"(22, 83)",0.86580676
13635,CIONA,Notochord,"(22, 83)",1.4255518
13652,CIONA,Germ,"(22, 98)",0.6270005
13653,CIONA,Mesenchyme,"(22, 98)",0.66015106
13665,CIONA,Epithelial,"(22, 105)",1.7553266
13669,CIONA,Neuron,"(22, 105)",1.0561787
13670,CIONA,Notochord,"(22, 105)",1.3863678999999998
13681,CIONA,Mesenchyme,"(22, 109)",0.65848815
13686,CIONA,Epithelial,"(22, 112)",1.7518733
13690,CIONA,Neuron,"(22, 112)",1.0511822
13691,CIONA,Notochord,"(22, 112)",1.4337254
13694,CIONA,Germ,"(22, 113)",0.7561833
13695,CIONA,Mesenchyme,"(22, 113)",0.5485005999999999
13700,CIONA,Epithelial,"(22, 116)",1.7686131999999999
13704,CIONA,Neuron,"(22, 116)",1.0231404
13705,CIONA,Notochord,"(22, 116)",1.3032395
13707,CIONA,Epithelial,"(22, 120)",1.7777648999999998
13711,CIONA,Neuron,"(22, 120)",1.0331190000000001
13712,CIONA,Notochord,"(22, 120)",1.2955195
13729,CIONA,Germ,"(23, 24)",0.52218586
13730,CIONA,Mesenchyme,"(23, 24)",0.7765797
13741,CIONA,Endoderm,"(23, 26)",0.84511673
13745,CIONA,Muscle,"(23, 26)",1.3417475
13749,CIONA,Epithelial,"(23, 29)",1.7183558999999997
13753,CIONA,Neuron,"(23, 29)",0.5311511999999999
13754,CIONA,Notochord,"(23, 29)",1.4976184
13756,CIONA,Epithelial,"(23, 30)",1.7221681
13760,CIONA,Neuron,"(23, 30)",0.9368996999999999
13761,CIONA,Notochord,"(23, 30)",1.1833223
13764,CIONA,Germ,"(23, 31)",0.52828103
13765,CIONA,Mesenchyme,"(23, 31)",0.7082054
13770,CIONA,Epithelial,"(23, 34)",1.7677935000000002
13774,CIONA,Neuron,"(23, 34)",1.0294656
13775,CIONA,Notochord,"(23, 34)",1.1797933999999999
13778,CIONA,Germ,"(23, 36)",0.5633345000000001
13779,CIONA,Mesenchyme,"(23, 36)",0.7565984
13784,CIONA,Epithelial,"(23, 37)",1.758045
13788,CIONA,Neuron,"(23, 37)",1.0738518
13789,CIONA,Notochord,"(23, 37)",0.97544736
13792,CIONA,Germ,"(23, 38)",0.73849154
13793,CIONA,Mesenchyme,"(23, 38)",0.6088685
13798,CIONA,Epithelial,"(23, 39)",1.7042836
13802,CIONA,Neuron,"(23, 39)",1.0631833000000002
13803,CIONA,Notochord,"(23, 39)",1.3594423999999998
13813,CIONA,Germ,"(23, 41)",0.59922326
13814,CIONA,Mesenchyme,"(23, 41)",0.64341563
13819,CIONA,Epithelial,"(23, 42)",1.7694012
13823,CIONA,Neuron,"(23, 42)",0.7446218000000001
13824,CIONA,Notochord,"(23, 42)",1.2882876
13827,CIONA,Germ,"(23, 45)",0.50887793
13828,CIONA,Mesenchyme,"(23, 45)",0.71609485
13833,CIONA,Epithelial,"(23, 46)",1.4536228999999998
13837,CIONA,Neuron,"(23, 46)",1.0858326
13840,CIONA,Epithelial,"(23, 48)",1.7350519
13844,CIONA,Neuron,"(23, 48)",0.97158027
13845,CIONA,Notochord,"(23, 48)",1.3116695
13847,CIONA,Epithelial,"(23, 49)",1.7282990000000003
13851,CIONA,Neuron,"(23, 49)",1.0829235000000001
13852,CIONA,Notochord,"(23, 49)",0.75008047
13861,CIONA,Epithelial,"(23, 51)",1.7436182
13865,CIONA,Neuron,"(23, 51)",0.9540312
13866,CIONA,Notochord,"(23, 51)",1.3629376
13868,CIONA,Epithelial,"(23, 52)",1.7595459999999998
13872,CIONA,Neuron,"(23, 52)",1.0159976000000002
13873,CIONA,Notochord,"(23, 52)",1.2731487
13877,CIONA,Mesenchyme,"(23, 53)",0.7295875
13882,CIONA,Epithelial,"(23, 54)",1.6140843999999999
13886,CIONA,Neuron,"(23, 54)",1.1659288
13887,CIONA,Notochord,"(23, 54)",0.690044
13889,CIONA,Epithelial,"(23, 55)",1.7119108
13893,CIONA,Neuron,"(23, 55)",0.9382898000000001
13894,CIONA,Notochord,"(23, 55)",1.1727941000000002
13898,CIONA,Mesenchyme,"(23, 58)",0.79958147
13904,CIONA,Germ,"(23, 60)",0.56982267
13905,CIONA,Mesenchyme,"(23, 60)",0.68502563
13917,CIONA,Epithelial,"(23, 62)",1.6264573
13921,CIONA,Neuron,"(23, 62)",0.8185441999999999
13922,CIONA,Notochord,"(23, 62)",1.4974424
13931,CIONA,Epithelial,"(23, 64)",1.3147056000000001
13934,CIONA,Muscle,"(23, 64)",0.644181
13935,CIONA,Neuron,"(23, 64)",1.1719751
13939,CIONA,Germ,"(23, 66)",0.5303210999999999
13940,CIONA,Mesenchyme,"(23, 66)",0.73470616
13960,CIONA,Germ,"(23, 70)",0.53396565
13961,CIONA,Mesenchyme,"(23, 70)",0.7540751
13967,CIONA,Germ,"(23, 72)",0.6027983
